Type,Type2,Price,Sold Date,Bedrooms,Bathrooms,Area,Acres,Age,DoM,Unit No,Building No,Street,City,Address
House,Rancher w/Bsmt.,2624800,25/09/2017,6,2,3373,0.18,72,134,1115,W 58TH,"AVENUE,",Vancouver,"1115 W 58TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2286500,23/09/2017,6,3,3170,0.13,31,19,1748,W 58TH,"AVENUE,",Vancouver,"1748 W 58TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2286500,23/09/2017,6,3,3170,0.13,31,19,1748,W 58TH,"AVENUE,",Vancouver,"1748 W 58TH AVENUE, Vancouver"
House,"2 Storey, Rancher w/Bsmt.",2201500,11/10/2017,4,2,2068,0.13,76,72,1658,W 58TH,"AVENUE,",Vancouver,"1658 W 58TH AVENUE, Vancouver"
Townhouse,"3 Storey, Other",1755250,20/06/2017,4,3,1644,,New,20,1492,W 58TH,"AVENUE,",Vancouver,"1492 W 58TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3978000,28/06/2017,7,6,3932,0.13,New,141,1582,W 58,"AVENUE,",Vancouver,"1582 W 58 AVENUE, Vancouver"
House,Rancher w/Bsmt.,2089300,25/02/2018,4,2,2600,0.24,65,52,2184,W 57TH,"AVENUE,",Vancouver,"2184 W 57TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2541500,11/01/2018,8,3,3168,0.28,98,61,1949,W 57TH,"AVENUE,",Vancouver,"1949 W 57TH AVENUE, Vancouver"
House,"2 Storey w/Bsmt., Laneway House",4913000,14/01/2017,11,8,7083,0.23,7,7,1010,W 57TH,"AVENUE,",Vancouver,"1010 W 57TH AVENUE, Vancouver"
Townhouse,3 Storey,1700000,15/08/2017,4,3,1711,,New,65,1516,W 57TH,"AVENUE,",Vancouver,"1516 W 57TH AVENUE, Vancouver"
Townhouse,3 Storey,1700000,15/08/2017,4,3,1711,,New,65,1516,W 57TH,"AVENUE,",Vancouver,"1516 W 57TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4462500,12/09/2017,5,5,4645,0.24,36,56,1299,W 57TH,"AVENUE,",Vancouver,"1299 W 57TH AVENUE, Vancouver"
House,"1 Storey, Rancher",2964800,09/08/2017,5,3,2942,0.35,65,11,2198,W 57TH,"AVENUE,",Vancouver,"2198 W 57TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,6375000,09/01/2017,5,8,6522,0.24,New,131,2126,W 57TH,"AVENUE,",Vancouver,"2126 W 57TH AVENUE, Vancouver"
House,2 Storey,5355000,08/04/2018,8,5,4234,1,31,19,3350,W 55TH,"AVENUE,",Vancouver,"3350 W 55TH AVENUE, Vancouver"
House,3 Storey,3570000,23/06/2017,6,5,3090,0.17,1 year,70,3287,W 55TH,"AVENUE,",Vancouver,"3287 W 55TH AVENUE, Vancouver"
House,3 Storey,3570000,23/06/2017,6,5,3090,0.17,1 year,70,3287,W 55TH,"AVENUE,",Vancouver,"3287 W 55TH AVENUE, Vancouver"
House,2 Storey,4760000,23/06/2017,7,5,4234,1,30,61,3350,W 55TH,"AVENUE,",Vancouver,"3350 W 55TH AVENUE, Vancouver"
House,3 Storey,4050250,06/07/2018,8,7,5668,0.19,9,65,2185,W 54TH,"AVENUE,",Vancouver,"2185 W 54TH AVENUE, Vancouver"
House,2 Storey,3621000,15/10/2017,6,7,7228,0.29,48,2,1038,W 54TH,"AVENUE,",Vancouver,"1038 W 54TH AVENUE, Vancouver"
House,2 Storey,3621000,15/10/2017,6,7,7228,0.29,48,2,1038,W 54TH,"AVENUE,",Vancouver,"1038 W 54TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3145000,15/08/2017,5,6,4992,0.19,22,177,1388,W 54TH,"AVENUE,",Vancouver,"1388 W 54TH AVENUE, Vancouver"
House,Rancher w/Bsmt.,2040000,16/03/2018,4,2,3416,0.15,60,44,642,W 52ND,"AVENUE,",Vancouver,"642 W 52ND AVENUE, Vancouver"
House,2 Storey,2273750,23/08/2017,3,1,2117,0.17,67,2,1008,W 52ND,"AVENUE,",Vancouver,"1008 W 52ND AVENUE, Vancouver"
House,2 Storey,2273750,23/08/2017,3,1,2117,0.17,67,2,1008,W 52ND,"AVENUE,",Vancouver,"1008 W 52ND AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3298000,07/12/2018,6,6,4515,0.17,23,57,1369,W 51ST,"AVENUE,",Vancouver,"1369 W 51ST AVENUE, Vancouver"
House,2 Storey,16388000,22/10/2017,7,8,8809,2.5,28,0,3138,W 51ST,"AVENUE,",Vancouver,"3138 W 51ST AVENUE, Vancouver"
House,2 Storey,2299250,21/01/2018,7,3,3366,0.23,45,96,3549,W 50TH,"AVENUE,",Vancouver,"3549 W 50TH AVENUE, Vancouver"
House,2 Storey,2299250,21/01/2018,7,3,3366,0.23,45,96,3549,W 50TH,"AVENUE,",Vancouver,"3549 W 50TH AVENUE, Vancouver"
House,Rancher,2805000,26/08/2017,3,2,1510,0.36,71,10,3896,W 50TH,"AVENUE,",Vancouver,"3896 W 50TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4505000,28/03/2018,4,1,2496,0.26,93,68,4411,W 4TH,"AVENUE,",Vancouver,"4411 W 4TH AVENUE, Vancouver"
Apartment,1 Storey,633250,24/03/2018,3,2,854,,19,50,3167,W 4TH,"AVENUE,",Vancouver,"3167 W 4TH AVENUE, Vancouver"
House,3 Storey,4352850,16/06/2017,8,10,5644,0.25,13,13,4659,W 4TH,"AVENUE,",Vancouver,"4659 W 4TH AVENUE, Vancouver"
House,"2 Storey w/Bsmt., Basement Entry",4080000,14/10/2017,5,4,4029,0.19,87,30,4533,W 4TH,"AVENUE,",Vancouver,"4533 W 4TH AVENUE, Vancouver"
Townhouse,"Corner Unit, End Unit",816000,17/06/2017,3,2,1092,,31,4,2558,W 4TH,"AVENUE,",Vancouver,"2558 W 4TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2465000,23/10/2017,6,6,2624,0.09,New,219,1734,W 49TH,"AVENUE,",Vancouver,"1734 W 49TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2371500,14/05/2017,6,4,2615,0.1,29,95,2139,W 49TH,"AVENUE,",Vancouver,"2139 W 49TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2371500,14/05/2017,6,4,2615,0.1,29,95,2139,W 49TH,"AVENUE,",Vancouver,"2139 W 49TH AVENUE, Vancouver"
House,2 Storey,2488800,23/12/2017,5,2,2072,0.11,72,140,87,W 49TH,"AVENUE,",Vancouver,"87 W 49TH AVENUE, Vancouver"
House,3 Storey,2788000,16/04/2018,8,5,4670,0.17,30,73,1225,W 48TH,"AVENUE,",Vancouver,"1225 W 48TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2227000,14/03/2017,5,5,2486,0.09,16,125,131,W 48TH,"AVENUE,",Vancouver,"131 W 48TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2983500,14/09/2017,7,6,4335,0.17,21,72,1205,W 48TH,"AVENUE,",Vancouver,"1205 W 48TH AVENUE, Vancouver"
House,2 Storey,2167500,18/06/2017,5,3,2406,0.14,30,34,3651,W 48TH,"AVENUE,",Vancouver,"3651 W 48TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4845000,12/08/2017,5,5,4840,0.26,15,98,3263,W 48,"AVENUE,",Vancouver,"3263 W 48 AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4738750,08/09/2018,6,5,4741,0.25,77,8,2890,W 47TH,"AVENUE,",Vancouver,"2890 W 47TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3191750,05/08/2018,7,4,4642,0.18,15,6,1319,W 47TH,"AVENUE,",Vancouver,"1319 W 47TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,1836000,09/05/2017,6,3,2549,0.09,89,5,2004,W 47TH,"AVENUE,",Vancouver,"2004 W 47TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,1836000,09/05/2017,6,3,2549,0.09,89,5,2004,W 47TH,"AVENUE,",Vancouver,"2004 W 47TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2550000,17/04/2018,5,3,4610,0.17,53,91,825,W 46TH,"AVENUE,",Vancouver,"825 W 46TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2550000,17/04/2018,5,3,4610,0.17,53,91,825,W 46TH,"AVENUE,",Vancouver,"825 W 46TH AVENUE, Vancouver"
House,Rancher w/Bsmt.,2320500,28/03/2018,5,3,3018,0.17,56,22,792,W 46TH,"AVENUE,",Vancouver,"792 W 46TH AVENUE, Vancouver"
House,3 Storey,3228300,19/11/2017,8,6,4228,0.14,9,17,341,W 46TH,"AVENUE,",Vancouver,"341 W 46TH AVENUE, Vancouver"
House,Rancher w/Bsmt.,2788000,15/08/2017,6,5,3200,0.17,56,63,876,W 46TH,"AVENUE,",Vancouver,"876 W 46TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2106300,11/10/2017,8,3,2650,0.16,56,15,764,W 46TH,"AVENUE,",Vancouver,"764 W 46TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3893000,08/04/2018,8,7,4615,0.17,11,114,1068,W 45TH,"AVENUE,",Vancouver,"1068 W 45TH AVENUE, Vancouver"
House,1 1/2 Storey,2805000,28/03/2018,4,2,2248,0.18,95,83,2905,W 45TH,"AVENUE,",Vancouver,"2905 W 45TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2554250,07/05/2018,6,5,4557,0.17,54,6,878,W 45TH,"AVENUE,",Vancouver,"878 W 45TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3521550,07/01/2018,7,6,4065,0.15,6,9,2307,W 45TH,"AVENUE,",Vancouver,"2307 W 45TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3521550,07/01/2018,7,6,4065,0.15,6,9,2307,W 45TH,"AVENUE,",Vancouver,"2307 W 45TH AVENUE, Vancouver"
House,Split Entry,2550000,18/09/2017,4,3,2324,0.14,32,11,239,W 45TH,"AVENUE,",Vancouver,"239 W 45TH AVENUE, Vancouver"
House,Split Entry,2550000,18/09/2017,4,3,2324,0.14,32,11,239,W 45TH,"AVENUE,",Vancouver,"239 W 45TH AVENUE, Vancouver"
House,"2 Storey w/Bsmt., Laneway House",3399999.15,12/09/2017,9,8,5176,0.13,1 year,58,129,W 45TH,"AVENUE,",Vancouver,"129 W 45TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2242300,12/07/2017,6,5,2818,0.11,22,98,2519,W 45TH,"AVENUE,",Vancouver,"2519 W 45TH AVENUE, Vancouver"
House,3 Storey,2006000,10/09/2017,5,3,3295,0.1,106,91,2079,W 45TH,"AVENUE,",Vancouver,"2079 W 45TH AVENUE, Vancouver"
House,"2 Storey, Split Entry",1785000,10/07/2017,6,3,2234,0.1,55,58,2073,W 45TH,"AVENUE,",Vancouver,"2073 W 45TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2975000,30/04/2017,7,3,3468,0.18,87,74,1456,W 45TH,"AVENUE,",Vancouver,"1456 W 45TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3315000,08/12/2018,6,4,5058,0.18,29,25,2971,W 44TH,"AVENUE,",Vancouver,"2971 W 44TH AVENUE, Vancouver"
House,2 Storey,1615000,09/08/2017,5,2,3072,0.1,50,168,2090,W 44TH,"AVENUE,",Vancouver,"2090 W 44TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2881500,19/11/2017,5,5,3372,0.11,10,2,3193,W 43RD,"AVENUE,",Vancouver,"3193 W 43RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2231250,25/08/2017,6,5,2476,0.09,13,16,20,W 43RD,"AVENUE,",Vancouver,"20 W 43RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3187500,11/05/2017,6,3,3086,0.22,92,45,3530,W 43RD,"AVENUE,",Vancouver,"3530 W 43RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2932500,10/12/2017,7,4,3495,0.15,88,5,3515,W 43RD,"AVENUE,",Vancouver,"3515 W 43RD AVENUE, Vancouver"
House,Rancher w/Bsmt.,1955000,10/01/2017,5,3,2264,0.1,92,4,2947,W 43RD,"AVENUE,",Vancouver,"2947 W 43RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3211300,18/12/2017,5,3,2610,0.22,87,4,3538,W 43RD,"AVENUE,",Vancouver,"3538 W 43RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3255500,24/04/2017,4,3,3639,0.22,86,1,3514,W 43RD,"AVENUE,",Vancouver,"3514 W 43RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2363000,30/03/2018,6,5,3013,0.1,7,4,3527,W 42ND,"AVENUE,",Vancouver,"3527 W 42ND AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2363000,30/03/2018,6,5,3013,0.1,7,4,3527,W 42ND,"AVENUE,",Vancouver,"3527 W 42ND AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2335800,16/03/2017,5,5,2664,0.1,20,88,1933,W 42ND,"AVENUE,",Vancouver,"1933 W 42ND AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2686000,14/11/2017,5,4,3381,0.17,51,296,888,W 42ND,"AVENUE,",Vancouver,"888 W 42ND AVENUE, Vancouver"
House,3 Storey,2465000,13/11/2017,5,3,2801,0.12,103,11,3066,W 42ND,"AVENUE,",Vancouver,"3066 W 42ND AVENUE, Vancouver"
House,2 Storey,2726800,15/07/2017,5,3,2629,0.1,31,6,2910,W 42ND,"AVENUE,",Vancouver,"2910 W 42ND AVENUE, Vancouver"
House,3 Storey,2465000,10/02/2017,7,4,4240,0.16,103,5,2967,W 42ND,"AVENUE,",Vancouver,"2967 W 42ND AVENUE, Vancouver"
Townhouse,"2 Storey, End Unit",935000,09/02/2017,3,2,1113,,12,53,745,W 42ND,"AVENUE,",Vancouver,"745 W 42ND AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3527500,14/04/2018,7,7,5233,0.18,3,150,1177,W 41ST,"AVENUE,",Vancouver,"1177 W 41ST AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3527500,14/04/2018,7,7,5233,0.18,3,150,1177,W 41ST,"AVENUE,",Vancouver,"1177 W 41ST AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2677500,25/08/2017,8,7,3801,0.1,New,37,2910,W 41ST,"AVENUE,",Vancouver,"2910 W 41ST AVENUE, Vancouver"
House,Rancher w/Bsmt.,1972000,07/11/2018,4,2,2184,0.13,71,13,4063,W 40TH,"AVENUE,",Vancouver,"4063 W 40TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2703000,05/04/2018,6,5,3749,0.14,23,12,3491,W 40TH,"AVENUE,",Vancouver,"3491 W 40TH AVENUE, Vancouver"
House,3 Storey,3808000,28/11/2017,4,3,2636,0.13,60,14,4410,W 3RD,"AVENUE,",Vancouver,"4410 W 3RD AVENUE, Vancouver"
House,"2 Storey w/Bsmt., Basement Entry",2635000,12/07/2017,7,3,3577,0.09,106,126,2862,W 3RD,"AVENUE,",Vancouver,"2862 W 3RD AVENUE, Vancouver"
Townhouse,Ground Level Unit,692750,11/03/2017,3,1,810,,25,22,1893,W 3RD,"AVENUE,",Vancouver,"1893 W 3RD AVENUE, Vancouver"
House,3 Level Split,2210000,15/12/2017,7,3,2684,0.09,106,21,3316,W 3RD,"AVENUE,",Vancouver,"3316 W 3RD AVENUE, Vancouver"
House,"2 Storey w/Bsmt., Laneway House",5270000,09/11/2017,9,7,4795,0.14,5,18,3843,W 3RD,"AVENUE,",Vancouver,"3843 W 3RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3893000,06/12/2018,7,6,3770,0.13,3,20,4020,W 39TH,"AVENUE,",Vancouver,"4020 W 39TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,6630000,13/01/2018,7,8,5766,0.2,3,335,1235,W 39TH,"AVENUE,",Vancouver,"1235 W 39TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3230000,18/05/2017,5,6,4692,0.21,18,63,2528,W 39TH,"AVENUE,",Vancouver,"2528 W 39TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2794800,13/08/2017,5,4,2654,0.1,10,61,2952,W 39TH,"AVENUE,",Vancouver,"2952 W 39TH AVENUE, Vancouver"
Townhouse,2 Storey,1239300,11/10/2017,3,3,1486,,18,28,2469,W 39TH,"AVENUE,",Vancouver,"2469 W 39TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3347300,08/03/2018,7,6,3983,0.13,2,7,3533,W 38TH,"AVENUE,",Vancouver,"3533 W 38TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3739150,28/02/2018,7,6,4235,0.13,2,21,2775,W 38TH,"AVENUE,",Vancouver,"2775 W 38TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3739150,28/02/2018,7,6,4235,0.13,2,21,2775,W 38TH,"AVENUE,",Vancouver,"2775 W 38TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,5576000,18/05/2017,7,6,5403,0.3,92,50,1749,W 38TH,"AVENUE,",Vancouver,"1749 W 38TH AVENUE, Vancouver"
House,2 Storey,2724505,30/11/2017,4,3,3372,0.2,72,78,1425,W 38TH,"AVENUE,",Vancouver,"1425 W 38TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,5610000,11/10/2017,7,7,5961,0.2,2,114,4068,W 38TH,"AVENUE,",Vancouver,"4068 W 38TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4930000,15/08/2017,6,4,4441,0.29,91,112,1763,W 38TH,"AVENUE,",Vancouver,"1763 W 38TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4462500,11/05/2017,8,6,6153,0.24,28,79,3902,W 38TH,"AVENUE,",Vancouver,"3902 W 38TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2363000,25/06/2017,4,2,2337,0.13,87,4,2854,W 38TH,"AVENUE,",Vancouver,"2854 W 38TH AVENUE, Vancouver"
House,1 Storey,3416054.8,10/06/2017,4,2,1900,0.19,78,5,3824,W 38TH,"AVENUE,",Vancouver,"3824 W 38TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3272500,18/01/2018,5,6,3194,0.1,1 year,199,3638,W 37TH,"AVENUE,",Vancouver,"3638 W 37TH AVENUE, Vancouver"
House,2 Storey,4675000,16/04/2017,6,7,5964,0.2,9,6,1238,W 37TH,"AVENUE,",Vancouver,"1238 W 37TH AVENUE, Vancouver"
House,Rancher w/Bsmt.,2805000,26/10/2017,6,3,3222,0.2,45,39,3937,W 37TH,"AVENUE,",Vancouver,"3937 W 37TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3230000,14/05/2017,7,5,3820,0.13,8,38,2728,W 37TH,"AVENUE,",Vancouver,"2728 W 37TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4240480,14/06/2017,6,6,4195,0.16,8,5,3950,W 37TH,"AVENUE,",Vancouver,"3950 W 37TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2618000,14/04/2017,4,3,2686,0.15,91,84,3657,W 37TH,"AVENUE,",Vancouver,"3657 W 37TH AVENUE, Vancouver"
House,3 Storey,3400000,12/03/2017,6,4,3790,0.18,90,101,1897,W 37TH,"AVENUE,",Vancouver,"1897 W 37TH AVENUE, Vancouver"
House,3 Storey,2167500,29/06/2017,5,4,3447,0.11,39,4,2338,W 37TH,"AVENUE,",Vancouver,"2338 W 37TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2405500,13/06/2017,7,4,3194,0.13,93,26,3378,W 37TH,"AVENUE,",Vancouver,"3378 W 37TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3096805,28/12/2017,6,5,2805,0.09,5,32,1877,W 37TH,"AVENUE,",Vancouver,"1877 W 37TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2550000,08/08/2018,5,4,2934,0.14,99,69,2019,W 36TH,"AVENUE,",Vancouver,"2019 W 36TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2550000,08/08/2018,5,4,2934,0.14,99,69,2019,W 36TH,"AVENUE,",Vancouver,"2019 W 36TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3187500,23/10/2017,6,4,3549,0.13,26,26,2720,W 36TH,"AVENUE,",Vancouver,"2720 W 36TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2720000,13/09/2017,6,2,2524,0.14,98,64,1703,W 36TH,"AVENUE,",Vancouver,"1703 W 36TH AVENUE, Vancouver"
House,3 Storey,2401250,15/08/2017,5,3,2329,0.09,31,85,1876,W 36TH,"AVENUE,",Vancouver,"1876 W 36TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2941000,15/08/2017,7,4,3832,0.15,33,1,3265,W 36TH,"AVENUE,",Vancouver,"3265 W 36TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3060000,27/06/2017,6,2,2794,0.18,86,75,2768,W 36TH,"AVENUE,",Vancouver,"2768 W 36TH AVENUE, Vancouver"
House,1 Storey,2635000,30/12/2017,5,2,2453,0.15,95,8,3158,W 36TH,"AVENUE,",Vancouver,"3158 W 36TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,5355000,19/12/2017,6,5,4071,0.15,1 year,74,3205,W 36TH,"AVENUE,",Vancouver,"3205 W 36TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2745500,09/11/2017,8,3,3960,0.15,97,11,3214,W 36TH,"AVENUE,",Vancouver,"3214 W 36TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2643500,07/12/2018,4,3,3098,0.14,86,8,2034,W 35TH,"AVENUE,",Vancouver,"2034 W 35TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2448000,20/02/2018,6,5,3610,0.2,94,17,2149,W 35TH,"AVENUE,",Vancouver,"2149 W 35TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4197300,30/01/2018,7,6,4060,0.15,2,7,3726,W 35TH,"AVENUE,",Vancouver,"3726 W 35TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2720000,13/05/2017,6,3,3812,0.15,30,153,3418,W 35TH,"AVENUE,",Vancouver,"3418 W 35TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3570000,16/11/2017,7,7,4608,0.19,2,96,3608,W 35TH,"AVENUE,",Vancouver,"3608 W 35TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3570000,16/11/2017,7,7,4608,0.19,2,96,3608,W 35TH,"AVENUE,",Vancouver,"3608 W 35TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3238500,15/12/2017,5,2,2836,0.18,104,7,2326,W 35TH,"AVENUE,",Vancouver,"2326 W 35TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,5098300,14/10/2017,4,3,3624,0.24,104,1,2047,W 35TH,"AVENUE,",Vancouver,"2047 W 35TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4335000,16/09/2017,6,6,4105,0.16,1 year,24,1849,W 35TH,"AVENUE,",Vancouver,"1849 W 35TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3565750,15/07/2017,6,5,3893,0.15,21,34,3088,W 35TH,"AVENUE,",Vancouver,"3088 W 35TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3565750,15/07/2017,6,5,3893,0.15,21,34,3088,W 35TH,"AVENUE,",Vancouver,"3088 W 35TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3527500,23/06/2017,6,4,3201,0.14,93,19,2028,W 35TH,"AVENUE,",Vancouver,"2028 W 35TH AVENUE, Vancouver"
House,1 1/2 Storey,2575500,14/06/2017,5,3,2649,0.15,91,14,3535,W 35TH,"AVENUE,",Vancouver,"3535 W 35TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2380000,07/12/2018,5,4,2554,0.1,11,8,2953,W 34TH,"AVENUE,",Vancouver,"2953 W 34TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2380000,07/12/2018,5,4,2554,0.1,11,8,2953,W 34TH,"AVENUE,",Vancouver,"2953 W 34TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4857143.1,24/02/2018,6,7,5496,0.19,1 year,118,3425,W 34TH,"AVENUE,",Vancouver,"3425 W 34TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3893000,14/01/2018,6,6,4282,,6,12,3041,W 34TH,"AVENUE,",Vancouver,"3041 W 34TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4802500,24/08/2017,6,6,4004,0.15,1 year,79,4010,W 34TH,"AVENUE,",Vancouver,"4010 W 34TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4675000,26/06/2017,7,5,5430,0.2,29,82,3939,W 34TH,"AVENUE,",Vancouver,"3939 W 34TH AVENUE, Vancouver"
House,1 1/2 Storey,1827500,09/05/2017,6,2,2039,0.1,100,8,2907,W 34TH,"AVENUE,",Vancouver,"2907 W 34TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,5115300,09/02/2017,6,6,5044,0.2,16,140,2250,W 34TH,"AVENUE,",Vancouver,"2250 W 34TH AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2550000,08/02/2018,5,3,2997,0.19,93,66,1157,W 33RD,"AVENUE,",Vancouver,"1157 W 33RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2550000,08/02/2018,5,3,2997,0.19,93,66,1157,W 33RD,"AVENUE,",Vancouver,"1157 W 33RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,4318000,05/06/2018,6,6,4138,0.15,3,1,4056,W 33RD,"AVENUE,",Vancouver,"4056 W 33RD AVENUE, Vancouver"
House,3 Storey,2465000,30/09/2017,5,5,2845,0.09,3,6,2828,W 33RD,"AVENUE,",Vancouver,"2828 W 33RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2278000,28/09/2017,4,3,3464,0.2,90,65,1908,W 33RD,"AVENUE,",Vancouver,"1908 W 33RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2278000,28/09/2017,4,3,3464,0.2,90,65,1908,W 33RD,"AVENUE,",Vancouver,"1908 W 33RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2367250,24/09/2017,5,4,2589,0.1,9,7,2935,W 33RD,"AVENUE,",Vancouver,"2935 W 33RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2367250,24/09/2017,5,4,2589,0.1,9,7,2935,W 33RD,"AVENUE,",Vancouver,"2935 W 33RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3570000,20/06/2017,7,6,4429,0.17,9,99,3341,W 33RD,"AVENUE,",Vancouver,"3341 W 33RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,3570000,20/06/2017,7,6,4429,0.17,9,99,3341,W 33RD,"AVENUE,",Vancouver,"3341 W 33RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2788000,11/12/2017,4,3,3440,0.2,88,30,1320,W 33RD,"AVENUE,",Vancouver,"1320 W 33RD AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2215950,18/12/2017,5,3,3421,0.14,81,23,2539,W 33RD,"AVENUE,",Vancouver,"2539 W 33RD AVENUE, Vancouver"
House,1 1/2 Storey,2380000,07/05/2018,5,2,1994,0.15,83,60,3408,W 32ND,"AVENUE,",Vancouver,"3408 W 32ND AVENUE, Vancouver"
House,1 1/2 Storey,2380000,07/05/2018,5,2,1994,0.15,83,60,3408,W 32ND,"AVENUE,",Vancouver,"3408 W 32ND AVENUE, Vancouver"
House,2 Storey w/Bsmt.,2380000,06/02/2018,7,5,2935,0.1,7,23,3936,W 32ND,"AVENUE,",Vancouver,"3936 W 32ND AVENUE, Vancouver"
